sample,perturbation,method_concert,n_cells,cell_pearson_median_concert,aggregate_gene_pearson_concert,mae_concert,method_guide_mean,cell_pearson_median_guide_mean,aggregate_gene_pearson_guide_mean,mae_guide_mean,aggregate_advantage_concert,cell_median_advantage_concert
GSM5808054,Jak2,CONCERT,7,0.0419188617112126,0.2592632978551634,1.140587329864502,guide_mean_train,0.4691856310521318,0.5147468988180034,0.8477787971496582,-0.25548360096284,-0.4272667693409192
GSM5808054,Tgfbr2,CONCERT,23,0.0938370830858702,0.3467322230186317,1.54236102104187,guide_mean_train,0.4348345466153349,0.5649589179668288,1.1376051902770996,-0.21822669494819713,-0.3409974635294647
GSM5808055,Tgfbr2,CONCERT,14,0.4409374774635294,0.5848966915187118,1.2518028020858765,guide_mean_train,0.8406099614096598,0.8835098089556888,1.080080509185791,-0.29861311743697694,-0.3996724839461304
GSM5808055,Ifngr2,CONCERT,21,0.4007851952545754,0.2868340148076416,1.3781079053878784,guide_mean_train,0.7801842386615896,0.8083056708122305,1.1988872289657593,-0.5214716560045889,-0.3793990434070142
